"Gene_ID","Gene_Symbol","Gene_Type","Chromosome","Strand","Length","Expression_Level","Log2FC","P_value","Condition","Time_Point","Replicate","Sample_Quality","Batch","Adjusted_P_value"
"ENSG19927","Gene_H","protein_coding","10","-",33114,38.68165965979,-3.31177199495322,0.0442959354026243,"control","12h",3,"low",2,0.0932331789079883
"ENSG10216","Gene_H","other","17","-",67410,58.0628347289669,2.67412731364681,0.0807726254453883,"control","24h",1,"high",3,0.0984206660563177
"ENSG02882","Gene_H","protein_coding","18","-",43591,74.0161766460435,-0.89444276892987,0.0940447045955807,"control","48h",1,"high",2,0.0984206660563177
"ENSG04015","Gene_H","miRNA","19","+",86143,71.5374843241245,0.991453672978883,0.0785902654984966,"treatment_A","12h",2,"medium",4,0.0984206660563177
"ENSG27913","Gene_H","protein_coding","22","+",43320,86.3839038096521,2.78697909225077,0.0216829910641536,"control","48h",2,"high",4,0.0894574145444066
"ENSG29465","Gene_H","protein_coding","3","-",28798,48.9943309923797,-2.54377888077599,0.0299511429388076,"treatment_A","0h",2,"high",1,0.0927028114405962
"ENSG09174","Gene_H","protein_coding","Y","+",10999,95.7421198038625,-0.48870382080088,0.00325954109430313,"treatment_B","12h",3,"high",2,0.0894574145444066
"ENSG07657","Gene_H","lncRNA","2","+",48454,42.3917894924435,2.02143577234397,0.0188861761242151,"treatment_A","12h",3,"high",2,0.0894574145444066
"ENSG31351","Gene_H","protein_coding","13","-",35187,91.9812711286937,-3.40421695480401,0.0436451345449314,"treatment_A","12h",2,"high",1,0.0932331789079883
"ENSG68553","Gene_H","protein_coding","3","-",47837,117.592590277833,2.34923505749853,0.018493935582228,"treatment_A","48h",2,"high",4,0.0894574145444066
"ENSG83192","Gene_H","protein_coding","16","-",22058,65.6488842530463,1.12916354036882,0.0819100899854675,"control","48h",1,"high",3,0.0984206660563177
"ENSG42155","Gene_H","miRNA","21","-",60019,64.0395370918418,-2.28685922201785,0.00439408964011818,"treatment_A","24h",1,"high",3,0.0894574145444066
"ENSG65995","Gene_H","protein_coding","9","-",24604,23.5273245023469,-4.80305503425389,0.0439009847585112,"control","12h",2,"high",4,0.0932331789079883
"ENSG92999","Gene_H","protein_coding","16","+",19420,5.07661011140618,-3.04397118587923,0.0924786386545748,"treatment_A","12h",1,"high",3,0.0984206660563177
"ENSG10044","Gene_H","protein_coding","10","+",57855,21.2656055288713,-0.00647024916073694,0.0057183897588402,"treatment_A","48h",1,"high",2,0.0894574145444066
"ENSG93926","Gene_H","protein_coding","17","+",39486,78.6028867720384,-0.101255253881214,0.0106294256169349,"treatment_A","12h",2,"high",4,0.0894574145444066
"ENSG14666","Gene_H","protein_coding","14","+",62907,2.3985265286943,-4.7205789046694,0.0280057600000873,"treatment_A","24h",1,"high",1,0.0915220915035533
"ENSG26226","Gene_H","pseudogene","9","+",11229,2.62798898634222,3.4123826037413,0.0930570639669895,"control","24h",3,"high",4,0.0984206660563177
"ENSG54371","Gene_H","protein_coding","3","+",58173,141.629153996109,0.300013914476452,0.0484429804841056,"treatment_A","12h",1,"high",4,0.0932331789079883
"ENSG91194","Gene_H","lncRNA","4","-",35195,56.487993165469,-2.78368856168612,0.0766224547289312,"treatment_A","0h",1,"low",2,0.0984206660563177
"ENSG72668","Gene_H","protein_coding","1","-",79330,83.0920691834336,-2.24270108900523,0.0903935448965058,"treatment_B","0h",2,"high",1,0.0984206660563177
"ENSG38920","Gene_H","miRNA","17","-",3865,48.7913310404148,1.65459685852548,0.00564223052933812,"treatment_A","0h",1,"high",4,0.0894574145444066
"ENSG96855","Gene_H","protein_coding","6","+",65297,113.614066117153,-0.927066428365113,0.0869345470797271,"treatment_B","48h",3,"high",3,0.0984206660563177
"ENSG19360","Gene_H","protein_coding","10","+",85140,67.8426546745709,2.84276109409972,0.0243224414298311,"treatment_A","24h",3,"low",1,0.0894574145444066
"ENSG94407","Gene_H","protein_coding","7","+",91172,97.6769096950816,-1.99826092632208,0.0791350502986461,"treatment_B","24h",3,"low",3,0.0984206660563177
"ENSG22344","Gene_H","protein_coding","X","+",7920,78.1104951213539,0.915492789977129,0.0979676743270829,"control","24h",1,"high",1,0.0991022178780927
"ENSG98763","Gene_H","other","16","+",26972,38.3200246505196,2.16687542207283,0.0681316061411053,"control","48h",2,"low",2,0.0981180348078445
"ENSG42039","Gene_H","pseudogene","18","+",90583,32.2755053582498,-1.62354659040504,0.0377782580908388,"control","24h",3,"medium",1,0.0932331789079883
"ENSG83836","Gene_H","protein_coding","21","-",3424,21.7958700798617,0.698723204379577,0.0207936966791749,"control","48h",2,"high",4,0.0894574145444066
"ENSG51953","Gene_H","protein_coding","4","-",31017,72.7608468953243,-1.43771277584998,0.00776024120859802,"treatment_A","48h",2,"high",4,0.0894574145444066
"ENSG91407","Gene_H","protein_coding","X","-",58722,27.517558762324,2.99208436843606,0.0791360864182934,"control","12h",2,"medium",3,0.0984206660563177
"ENSG86414","Gene_H","protein_coding","X","+",79743,60.692966752267,1.04653428373345,0.0644483493408188,"treatment_A","12h",3,"high",2,0.0964795648814653
"ENSG95387","Gene_H","protein_coding","12","-",95682,39.5388548594186,0.714996150903763,0.0888464197516441,"control","48h",2,"high",2,0.0984206660563177
"ENSG36385","Gene_H","lncRNA","X","-",68562,51.9893849384047,0.7265391364762,0.0819232035195455,"treatment_A","24h",2,"high",1,0.0984206660563177
"ENSG74075","Gene_H","protein_coding","7","-",14815,113.841645636559,-2.15528704633286,0.0771016941638663,"treatment_B","24h",2,"high",2,0.0984206660563177
"ENSG36671","Gene_H","lncRNA","21","-",74097,69.4088619003284,0.77146453599544,0.0767399817472324,"control","0h",1,"medium",1,0.0984206660563177
"ENSG29343","Gene_H","protein_coding","Y","-",49201,48.9637610471985,3.56261019369143,0.0880311048589647,"control","24h",3,"medium",1,0.0984206660563177
"ENSG47159","Gene_H","lncRNA","15","+",13662,7.4750286242713,-0.594480816078491,0.0311686998931691,"treatment_B","0h",2,"medium",3,0.0930724616217263
"ENSG34162","Gene_H","protein_coding","19","-",83523,68.8376129407072,2.34021694102755,0.0619476922787726,"treatment_A","24h",2,"high",4,0.0956707748291255
"ENSG70508","Gene_I","protein_coding","6","-",29795,41.8000973111902,-1.58369277333191,0.072471007774584,"treatment_A","0h",2,"high",2,0.0984206660563177
"ENSG66396","Gene_I","protein_coding","19","+",37338,58.5322804019436,-3.88343226960402,0.0845792017411441,"control","48h",3,"medium",4,0.0984206660563177
"ENSG65053","Gene_I","protein_coding","18","-",68249,84.567420441684,-1.53961947918582,0.0907986965961754,"control","48h",1,"high",2,0.0984206660563177
"ENSG83653","Gene_I","other","18","-",20399,48.299209370441,-3.79566016149896,0.0919776327675209,"treatment_A","12h",2,"high",1,0.0984206660563177
"ENSG81490","Gene_I","protein_coding","14","-",50955,143.024805893474,-1.37095016712599,0.0105265637859702,"control","0h",1,"high",3,0.0894574145444066
"ENSG76877","Gene_I","protein_coding","6","+",64476,75.685057613547,-1.54550525536194,0.0166451373836026,"control","12h",2,"high",3,0.0894574145444066
"ENSG24243","Gene_I","protein_coding","21","+",9681,107.037129212372,-0.628761602424271,0.0526674203807488,"treatment_A","0h",2,"medium",1,0.0943190133705575
"ENSG74441","Gene_I","protein_coding","6","+",93378,44.4228662079097,-2.55759809237693,0.0935635350644589,"control","24h",2,"high",4,0.0984206660563177
"ENSG36829","Gene_I","miRNA","16","-",97173,45.5793544082931,3.13187976502832,0.0359925171360373,"treatment_A","0h",3,"high",2,0.0932331789079883
"ENSG41218","Gene_I","protein_coding","11","-",81734,98.7489523153887,-0.585993938648222,0.0777825013035908,"treatment_A","12h",2,"high",2,0.0984206660563177
"ENSG67499","Gene_I","lncRNA","17","-",72000,63.5384582137649,-1.25119675345781,0.014243893395178,"treatment_A","48h",1,"high",1,0.0894574145444066
"ENSG23294","Gene_I","lncRNA","8","-",64375,23.1320369628316,-0.0761427623461703,0.0759710547979921,"treatment_B","0h",2,"high",1,0.0984206660563177
"ENSG76805","Gene_I","pseudogene","X","+",61970,37.6830105530209,2.96795384135517,0.00672829682007432,"treatment_A","48h",1,"medium",2,0.0894574145444066
"ENSG27103","Gene_I","protein_coding","7","+",6226,74.77878898785,1.07819313593016,0.0529314887011424,"treatment_B","0h",1,"high",3,0.0945205155377542
"ENSG83355","Gene_I","protein_coding","4","+",68487,69.977052700374,0.961380590329283,0.012241336517036,"control","0h",1,"high",2,0.0894574145444066
"ENSG01923","Gene_I","protein_coding","12","+",92144,58.6754143710732,-2.98323237000531,0.0169785681413487,"control","0h",1,"high",1,0.0894574145444066
"ENSG31466","Gene_I","protein_coding","13","-",44683,38.960711585386,0.321778987781611,0.0388316163327545,"treatment_A","48h",2,"low",4,0.0932331789079883
"ENSG05178","Gene_I","protein_coding","18","+",95946,119.613863609074,-2.73758596040181,0.0105633372906595,"treatment_B","12h",2,"medium",1,0.0894574145444066
"ENSG08482","Gene_I","lncRNA","17","+",27387,65.45626111665,2.83033092899734,0.0164332845946774,"treatment_A","48h",2,"high",2,0.0894574145444066
"ENSG49618","Gene_I","protein_coding","1","-",74524,108.120131369665,2.16540681293949,0.0618939623236656,"treatment_A","12h",1,"high",3,0.0956707748291255
"ENSG78638","Gene_I","lncRNA","6","-",62323,50.7189962105174,0.881827017542649,0.00664081061258912,"treatment_B","24h",1,"medium",1,0.0894574145444066
"ENSG47695","Gene_I","protein_coding","2","-",27704,107.595649131983,1.14862283477738,0.0442617720924318,"treatment_A","0h",3,"high",4,0.0932331789079883
"ENSG48775","Gene_I","protein_coding","10","+",91978,87.8193294102107,-1.79210913176215,0.0684158607618883,"treatment_B","24h",3,"medium",4,0.0982986505199545
"ENSG61449","Gene_I","miRNA","18","+",26966,47.8152960580199,-1.47648649966441,0.0856568772811443,"treatment_A","12h",1,"high",2,0.0984206660563177
"ENSG43289","Gene_I","protein_coding","1","+",35231,54.3029928062492,3.15579581085062,0.0369973806198686,"control","24h",2,"high",2,0.0932331789079883
"ENSG91176","Gene_I","protein_coding","18","+",67204,37.7434316919563,-2.52359169472989,0.0493489337386563,"treatment_B","24h",1,"high",4,0.0932331789079883
"ENSG81547","Gene_I","miRNA","Y","+",50334,56.0721988838409,0.488059777628446,0.0641145842382684,"control","0h",1,"low",4,0.0964010695090613
"ENSG12636","Gene_I","lncRNA","Y","+",23314,69.6899472559728,-1.04780999770528,0.0355286553036422,"treatment_B","12h",3,"high",1,0.0932331789079883
"ENSG20547","Gene_I","lncRNA","22","-",36360,45.059580510034,-0.0678420969714892,0.0804844773607329,"control","12h",3,"high",3,0.0984206660563177
"ENSG69340","Gene_I","pseudogene","2","-",5958,31.8744457832396,1.630206627574,0.0934653042349964,"treatment_B","0h",1,"high",4,0.0984206660563177
"ENSG37247","Gene_I","protein_coding","21","-",80098,100.160231021981,0.844097070309876,0.0207360667409375,"treatment_B","24h",3,"high",4,0.0894574145444066
"ENSG37015","Gene_I","pseudogene","10","+",78153,28.6372615823481,3.93581197017309,0.0395372719503939,"control","12h",1,"high",4,0.0932331789079883
"ENSG53719","Gene_I","miRNA","11","+",2293,46.0002244470628,1.74796829857167,0.0695385236525908,"treatment_B","12h",2,"medium",2,0.0983535725489196
"ENSG37208","Gene_I","protein_coding","8","-",38259,72.8688148009505,-0.0821299621658197,0.0250009420793504,"treatment_B","0h",1,"high",1,0.0911321975290775
"ENSG18876","Gene_I","protein_coding","2","-",4374,102.201773347011,-4.889553865171,0.0156124864937738,"treatment_B","0h",1,"high",2,0.0894574145444066
"ENSG17017","Gene_I","protein_coding","X","-",12583,22.4135617939537,-0.157998332232038,0.074906784738414,"treatment_A","0h",1,"high",2,0.0984206660563177
"ENSG26566","Gene_I","miRNA","21","+",52728,61.5365455792646,1.44796543734422,0.0251663735834882,"treatment_A","12h",3,"high",2,0.0911685531380644
"ENSG62506","Gene_I","protein_coding","14","-",64531,45.7193976819789,-0.60393083626799,0.0933608864666894,"control","24h",3,"high",2,0.0984206660563177
"ENSG92120","Gene_I","protein_coding","4","-",92514,64.8132613955791,2.80519772408968,0.00636561193969101,"treatment_B","24h",2,"low",4,0.0894574145444066
"ENSG74640","Gene_I","protein_coding","18","-",55682,75.4134830049081,0.588768637370705,0.016431585745886,"treatment_A","0h",1,"low",2,0.0894574145444066
"ENSG39264","Gene_I","protein_coding","12","-",6518,74.7699622220259,-0.187575024248242,0.0786196783883497,"treatment_A","48h",3,"medium",1,0.0984206660563177
"ENSG60225","Gene_I","lncRNA","4","+",63798,47.191571142218,-2.03426819570545,0.0392343229847029,"treatment_A","0h",1,"high",2,0.0932331789079883
"ENSG89914","Gene_I","protein_coding","17","+",33634,45.5687391884248,-3.81708921713255,0.00611181021668017,"treatment_B","48h",2,"high",3,0.0894574145444066
"ENSG99789","Gene_I","protein_coding","10","+",15269,85.6751886956788,-2.61383500292322,0.0364921807078645,"treatment_A","48h",1,"high",3,0.0932331789079883
"ENSG13763","Gene_I","protein_coding","19","-",14709,84.5058046794939,2.42579893538734,0.0178660411387682,"treatment_A","48h",2,"high",1,0.0894574145444066
"ENSG79126","Gene_I","protein_coding","1","-",19710,60.3396915054204,1.82768605393885,0.051308087958023,"control","0h",1,"low",3,0.0936278977336185
"ENSG15828","Gene_I","protein_coding","14","+",89716,92.3765182057119,1.32212733019901,0.0319956894731149,"treatment_A","24h",3,"medium",3,0.0932331789079883
"ENSG04750","Gene_I","miRNA","5","-",37001,79.7598889824014,-1.38119818862417,0.0629745109006763,"treatment_B","12h",1,"high",2,0.0960350667322395
"ENSG18807","Gene_I","protein_coding","13","-",54427,85.0120380707518,0.763998149682454,0.0835816577309743,"treatment_B","48h",2,"high",2,0.0984206660563177
"ENSG91870","Gene_I","protein_coding","15","-",55495,99.3936777889587,-0.882845389088958,0.0767325882101432,"treatment_A","48h",2,"high",2,0.0984206660563177
"ENSG91570","Gene_J","protein_coding","20","-",68404,88.545171399658,2.74216868036688,0.0352266683941707,"treatment_A","48h",2,"high",1,0.0932331789079883
"ENSG41609","Gene_J","lncRNA","6","-",55281,66.5216800821748,2.18062326456259,0.0852465187432244,"treatment_A","24h",1,"high",1,0.0984206660563177
"ENSG13797","Gene_J","protein_coding","20","-",51751,88.95207899063,-0.415273329083732,0.0302325069438666,"treatment_B","48h",1,"high",4,0.092725148452987
"ENSG56767","Gene_J","protein_coding","9","-",82438,67.1987032850735,-2.63285073016931,0.0232804464409128,"treatment_A","0h",2,"high",1,0.0894574145444066
"ENSG08848","Gene_J","other","20","-",85283,56.8903360762112,6.16831549109312,0.0918050274252892,"treatment_B","12h",2,"high",1,0.0984206660563177
"ENSG38947","Gene_J","protein_coding","7","+",6601,97.0573853460732,0.675109744409965,0.0494430813472718,"treatment_A","12h",1,"high",4,0.0932331789079883
"ENSG50212","Gene_J","protein_coding","21","+",33439,50.1260792651437,1.0227487972033,0.0150113575393334,"treatment_B","0h",1,"high",3,0.0894574145444066
"ENSG12791","Gene_J","lncRNA","12","+",69141,54.5081148874553,-0.705946405299725,0.078453641035594,"control","24h",2,"medium",1,0.0984206660563177
"ENSG07196","Gene_J","protein_coding","21","-",70265,110.827107816534,1.31235273002493,0.0585994785651565,"treatment_A","0h",2,"high",3,0.0951290236447345
"ENSG25245","Gene_J","miRNA","Y","-",38306,37.0694648233488,1.01386951501389,0.0276096396846697,"treatment_B","0h",2,"low",4,0.0915047455972473
"ENSG58156","Gene_J","miRNA","19","+",76513,49.6855802212757,1.32359371223712,0.0395982601679862,"treatment_A","12h",1,"high",3,0.0932331789079883
"ENSG64797","Gene_J","pseudogene","18","+",26060,47.3390758201772,0.36342055248517,0.0675919632660225,"control","12h",2,"medium",3,0.0980570417680386
"ENSG75869","Gene_J","pseudogene","12","-",56260,76.3940768687612,-2.10574399477074,0.099353348906152,"treatment_A","12h",1,"high",3,0.0998526119659819
"ENSG35533","Gene_J","protein_coding","7","+",22960,49.9958901581792,-4.10349880839909,0.0959436504170299,"treatment_B","12h",2,"medium",2,0.0988052604353983
"ENSG65463","Gene_J","protein_coding","4","+",37081,78.8316807770826,1.02550095870859,0.0594938097521663,"treatment_B","12h",1,"low",2,0.0951568795793568
"ENSG98821","Gene_J","protein_coding","11","+",75079,67.1505572162383,-2.24671983828275,0.00897152335382998,"treatment_B","0h",1,"high",3,0.0894574145444066
"ENSG52572","Gene_J","protein_coding","2","-",59524,55.9254169326381,2.20427225938968,0.0979701424948871,"treatment_B","24h",3,"medium",1,0.0991022178780927
"ENSG02647","Gene_J","miRNA","3","-",59883,93.4935308967582,-1.69156663907654,0.0765531333861873,"treatment_B","48h",1,"high",3,0.0984206660563177
"ENSG80352","Gene_J","protein_coding","3","-",22953,85.0488190936239,-3.12729110832142,0.0385447541251779,"treatment_B","24h",1,"low",4,0.0932331789079883
"ENSG34796","Gene_J","other","5","+",71225,71.4285525284345,-0.0481585058897351,0.0471210716059431,"control","24h",3,"high",4,0.0932331789079883
"ENSG83727","Gene_J","protein_coding","5","+",48964,91.1584348287995,1.17892604093971,0.0128900739597157,"treatment_A","12h",1,"high",2,0.0894574145444066
"ENSG38582","Gene_J","protein_coding","15","+",66173,102.796276879977,1.66456008419082,0.0158369083888829,"control","0h",1,"high",3,0.0894574145444066
"ENSG68362","Gene_J","lncRNA","4","+",63733,90.9581212007262,0.816228201531519,0.0232133641606197,"treatment_A","12h",3,"high",4,0.0894574145444066
"ENSG85929","Gene_J","lncRNA","2","-",87573,51.2307198410199,0.299254910805285,0.0603845287812874,"treatment_A","24h",2,"medium",1,0.095250624004629
"ENSG21086","Gene_J","protein_coding","18","+",76826,102.703616043494,-0.321576867074913,0.0427107417955995,"treatment_B","48h",3,"high",2,0.0932331789079883
"ENSG94388","Gene_J","protein_coding","6","-",49018,114.840120189005,-0.760001501487313,0.0480273423483595,"control","24h",1,"medium",1,0.0932331789079883
"ENSG18304","Gene_J","protein_coding","3","+",65020,115.448226059785,3.49561684979258,0.0611835594289005,"treatment_B","0h",2,"medium",4,0.0953643305392278
"ENSG02761","Gene_J","lncRNA","22","+",8758,105.771067188874,-0.389992324163439,0.0152973582036793,"control","0h",3,"low",2,0.0894574145444066
"ENSG47651","Gene_J","protein_coding","X","-",15257,83.6176483929171,-0.864883670246868,0.0162822166224942,"treatment_B","48h",2,"high",3,0.0894574145444066
"ENSG99007","Gene_J","protein_coding","10","-",38822,76.7925995077521,0.35859269342163,0.0507928773527965,"treatment_B","0h",1,"high",3,0.0932331789079883
"ENSG00076","Gene_J","miRNA","18","+",4446,55.1164975876815,-1.95560596022032,0.029541677236557,"treatment_A","0h",1,"high",1,0.0927028114405962
"ENSG56753","Gene_J","protein_coding","10","+",85784,107.100125355935,-1.43059926345169,0.0720540473936126,"treatment_B","24h",2,"high",1,0.0984206660563177
"ENSG16029","Gene_J","lncRNA","2","-",58572,69.7012237007363,1.20704741860466,0.0184212270891294,"treatment_B","0h",1,"high",1,0.0894574145444066
"ENSG37853","Gene_J","protein_coding","X","+",98888,84.322065081958,-2.54605329340739,0.0421707252506167,"control","24h",3,"high",3,0.0932331789079883
"ENSG40302","Gene_J","protein_coding","2","-",83829,89.0231628899851,-2.19259317684627,0.0640104693127796,"treatment_A","0h",2,"medium",2,0.0964010695090613
"ENSG75133","Gene_J","protein_coding","1","-",41627,104.292385597059,1.56326185695526,0.0963871349580586,"treatment_B","12h",3,"high",1,0.0989600974928733
"ENSG04297","Gene_J","protein_coding","8","+",78436,28.3040379964055,2.49632852342198,0.0572491687024012,"treatment_B","12h",1,"high",4,0.094830177466173
"ENSG61429","Gene_J","protein_coding","22","+",34111,114.309617022245,-2.97701363627788,0.0940951758529991,"control","48h",1,"high",4,0.0984206660563177
"ENSG63754","Gene_J","other","18","+",28224,31.4628724004567,1.3225475493545,0.00892447943333536,"treatment_B","0h",1,"high",2,0.0894574145444066
"ENSG47529","Gene_J","protein_coding","4","-",39774,81.7025423317773,1.18336524625149,0.0226247362559661,"treatment_A","12h",1,"medium",3,0.0894574145444066
"ENSG37106","Gene_J","protein_coding","6","-",86690,127.265691738721,-0.0569718442266342,0.0206367725506425,"treatment_B","24h",1,"low",1,0.0894574145444066
"ENSG40838","Gene_J","protein_coding","22","+",49221,81.9903268822714,-0.486650292544844,0.0915961758000776,"control","24h",2,"high",2,0.0984206660563177
"ENSG91239","Gene_J","other","9","+",55446,36.4739998767485,-0.737915668058793,0.0194820504402742,"treatment_B","24h",1,"medium",1,0.0894574145444066
"ENSG55888","Gene_J","miRNA","13","+",97358,41.7651491731715,3.70979732516162,0.0896429944783449,"control","48h",3,"high",2,0.0984206660563177
"ENSG83618","Gene_J","protein_coding","X","-",1242,73.4178431449986,1.90367709866079,0.0494779977016151,"treatment_B","0h",1,"high",1,0.0932331789079883
"ENSG99285","Gene_J","protein_coding","14","+",63200,44.622241068112,1.56134344740511,0.0258684272645041,"control","12h",3,"high",1,0.0915047455972473
"ENSG34490","Gene_J","miRNA","Y","-",15839,49.5059652640562,-0.0579738182766701,0.0487605620408431,"treatment_A","12h",2,"high",2,0.0932331789079883
"ENSG55582","Gene_J","protein_coding","13","+",90357,72.5468136533113,1.48947988691126,0.0941663233097643,"control","12h",2,"high",4,0.0984206660563177
"ENSG19879","Gene_J","protein_coding","7","-",2890,68.441692683298,1.47122740085386,0.0909931433852762,"control","12h",3,"high",2,0.0984206660563177
"ENSG37294","Gene_J","protein_coding","4","+",9797,86.6341816972509,1.18530037813365,0.0952119171619415,"treatment_A","0h",3,"high",3,0.0987403032295906
"ENSG31859","Gene_K","protein_coding","9","+",81399,72.887654327143,-1.71921125027031,0.0868097076192498,"treatment_A","24h",3,"medium",2,0.0984206660563177
"ENSG74482","Gene_K","protein_coding","22","+",7200,60.8886291914457,-1.06236321412255,0.0734402581350878,"control","0h",2,"medium",3,0.0984206660563177
"ENSG06529","Gene_K","protein_coding","9","-",88174,60.7196971707718,-3.6739523244961,0.0365622215205804,"treatment_B","24h",1,"high",4,0.0932331789079883
"ENSG89521","Gene_K","pseudogene","2","+",88549,38.8888082249862,-2.62799541203362,0.081383686256595,"treatment_B","24h",2,"high",2,0.0984206660563177
"ENSG15524","Gene_K","protein_coding","12","-",85213,58.2559449065191,5.34265193460206,0.0442013873020187,"treatment_B","12h",2,"medium",4,0.0932331789079883
"ENSG07053","Gene_K","miRNA","9","+",86189,39.634500291908,0.421893411880018,0.0155622021993622,"treatment_A","0h",3,"medium",1,0.0894574145444066
"ENSG82255","Gene_K","protein_coding","9","+",87768,54.5221389119936,-0.631931412507768,0.037088833656162,"treatment_A","48h",2,"high",1,0.0932331789079883
"ENSG02222","Gene_K","protein_coding","18","+",1558,48.2273681942989,0.623376881328658,0.0968847444048151,"control","48h",2,"medium",1,0.0991022178780927
"ENSG87671","Gene_K","lncRNA","9","-",13442,55.298587669639,-3.28105285829124,0.0447772336890921,"treatment_B","24h",1,"high",3,0.0932331789079883
"ENSG88940","Gene_K","protein_coding","8","+",67455,77.01343420092,-1.85952797810182,0.0276368702296168,"treatment_B","24h",1,"medium",2,0.0915047455972473
"ENSG90727","Gene_K","lncRNA","10","+",54858,76.8229244469584,4.38625104333226,0.0456887928303331,"control","48h",3,"high",3,0.0932331789079883
"ENSG97700","Gene_K","protein_coding","2","-",85265,45.3067142689901,0.286480157224842,0.035921471263282,"treatment_A","24h",1,"medium",3,0.0932331789079883
"ENSG20995","Gene_K","protein_coding","2","+",95036,95.4436404277597,0.284776076001612,0.0790965979686007,"control","48h",2,"high",2,0.0984206660563177
"ENSG40459","Gene_K","protein_coding","5","+",50456,55.6808919988005,2.38578095783762,0.0695524277398363,"control","0h",2,"high",2,0.0983535725489196
"ENSG11166","Gene_K","protein_coding","10","+",80061,85.4318343583282,-3.33793300580759,0.0411490856437013,"treatment_B","24h",2,"medium",2,0.0932331789079883
"ENSG35046","Gene_K","protein_coding","2","+",41995,19.5277991096116,1.75854062587592,0.0541074792155996,"treatment_A","0h",2,"high",1,0.0947591579957962
"ENSG95455","Gene_K","protein_coding","20","+",87522,50.5232067176195,0.703437738115734,0.024197013862431,"control","12h",1,"medium",4,0.0894574145444066
"ENSG16322","Gene_K","pseudogene","6","-",59634,75.382649577479,-2.68800132763835,0.0953820592956618,"treatment_B","12h",1,"low",4,0.0987403032295906
"ENSG42611","Gene_K","protein_coding","4","+",70339,101.620687595691,-1.96198630336339,0.0806400866480544,"treatment_B","12h",3,"high",2,0.0984206660563177
"ENSG39155","Gene_K","other","20","+",66833,51.4483089185933,-2.55377525588979,0.0231210343074054,"treatment_B","24h",1,"medium",4,0.0894574145444066
"ENSG65854","Gene_K","miRNA","10","+",90018,48.1914182588451,-1.04212667441536,0.0327207553433254,"treatment_B","0h",2,"high",4,0.0932331789079883
"ENSG01627","Gene_K","protein_coding","20","-",26791,59.2431924211054,1.35612121231212,0.0295372418127954,"treatment_A","12h",1,"high",3,0.0927028114405962
"ENSG96703","Gene_K","protein_coding","8","-",50516,72.2036616517704,0.24886382417776,0.0460564482025802,"control","0h",1,"medium",1,0.0932331789079883
"ENSG53391","Gene_K","protein_coding","21","-",30994,53.9492199353481,-3.58758101318684,0.0603826903970912,"treatment_A","0h",3,"medium",3,0.095250624004629
"ENSG32035","Gene_K","lncRNA","18","-",23002,37.9920150247244,3.13849317560307,0.0553158058552072,"treatment_A","24h",1,"high",3,0.0947961173508139
"ENSG75938","Gene_K","other","16","+",95647,85.2168671732195,-0.788454182357029,0.0713482404593378,"treatment_A","0h",1,"low",4,0.0984206660563177
"ENSG28613","Gene_K","protein_coding","2","-",93412,99.500904198533,-1.09156007097606,0.0848337704781443,"control","12h",1,"high",2,0.0984206660563177
"ENSG19586","Gene_K","lncRNA","12","+",14421,102.527049252093,-0.759381672537703,0.0998299181461334,"treatment_B","24h",1,"high",4,0.0999473392264918
"ENSG11735","Gene_K","miRNA","16","-",11424,68.184639996734,3.06058820811239,0.0452778859296814,"treatment_B","48h",1,"high",1,0.0932331789079883
"ENSG77589","Gene_K","protein_coding","20","-",5513,69.3325338555431,0.181327019214343,0.00967959158588201,"control","48h",2,"high",3,0.0894574145444066
"ENSG53971","Gene_K","protein_coding","14","-",40433,85.9449880660799,-3.29208793247306,0.0441895396681503,"treatment_A","48h",1,"high",1,0.0932331789079883
"ENSG40133","Gene_K","pseudogene","1","-",51207,54.7334610435022,0.359079164335702,0.0867949101375416,"treatment_B","24h",2,"high",4,0.0984206660563177
"ENSG23248","Gene_K","protein_coding","17","-",77245,113.104927521618,5.48403201230715,0.0636334492592141,"treatment_B","0h",2,"high",2,0.0964010695090613
"ENSG04968","Gene_K","protein_coding","Y","-",74860,64.9409362305376,2.55545987938376,0.0813154079951346,"treatment_A","24h",2,"high",2,0.0984206660563177
"ENSG77872","Gene_K","lncRNA","18","-",8345,89.6164058528464,-0.89802960809531,0.0218737906310707,"treatment_A","24h",3,"low",3,0.0894574145444066
"ENSG56986","Gene_K","protein_coding","9","+",34937,53.4307647804909,-1.35958347555609,0.0864928621333093,"control","0h",3,"high",3,0.0984206660563177
"ENSG80931","Gene_K","protein_coding","6","+",54584,70.3441899846111,0.641007468720279,0.0488505164859816,"treatment_B","12h",1,"high",1,0.0932331789079883
"ENSG44447","Gene_K","protein_coding","8","+",42222,71.2315797060095,-0.103948209165255,0.0102212296798825,"treatment_A","12h",3,"high",3,0.0894574145444066
"ENSG24728","Gene_K","protein_coding","8","-",95961,68.4262307789271,-0.334450970134677,0.073122792202048,"control","24h",2,"high",4,0.0984206660563177
"ENSG52551","Gene_K","protein_coding","10","+",83196,128.340177339193,-3.95598766603196,0.0642031122930348,"treatment_B","24h",3,"high",2,0.0964010695090613
"ENSG30541","Gene_K","protein_coding","18","+",40339,55.4793262644566,1.56924251742629,0.0509822047315538,"control","48h",3,"high",4,0.0933587279552134
